https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),8457,8457,223,223
Alagoas (AL),17193,17193,640,640
Amapá (AP),13771,13771,285,285
Amazonas (AM),51234,51234,2315,2315
Bahia (BA),30481,30481,937,937
Ceará (CE),69023,68384,4359,4309
Distrito Federal(DF),18090,18090,236,236
Espírito Santo (ES),21964,21964,904,904
Goiás (GO),6936,6521,184,180
Maranhão (MA),52069,52069,1285,1285
Mato Grosso (MT),4339,4339,135,135
Mato Grosso do Sul (MS),2455,2455,22,22
Minas Gerais (MG),16102,16102,399,399
Pará (PA),60636,59148,3898,3853
Paraíba (PB),22452,22452,534,534
Paraná (PR),7314,7314,253,253
Pernambuco (PE),41010,41010,3453,3453
Piauí (PI),8359,7927,283,265
Rio de Janeiro (RJ),72979,72979,6928,6928
Rio Grande do Norte (RN),11027,11027,459,459
Rio Grande do Sul (RS),12802,12802,302,301
Rondônia (RO),9220,9220,255,255
Roraima (RR),6056,6056,168,168
Santa Catarina (SC),12192,12192,179,179
São Paulo (SP),150138,150138,9522,9522
Sergipe (SE),10126,10126,252,252
Tocantins (TO),6052,6052,114,114
TOTAL,742477,739503,38524,38406
