https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),27556,27556,653,653
Alagoas (AL),85753,85753,2040,2040
Amapá (AP),47516,47516,698,698
Amazonas (AM),134289,134289,3992,3992
Bahia (BA),301248,301248,6455,6455
Ceará (CE),237147,237108,8891,8882
Distrito Federal(DF),186945,186945,3164,3164
Espírito Santo (ES),127368,127328,3459,3458
Goiás (GO),196862,195418,4390,4356
Maranhão (MA),170186,170186,3693,3693
Mato Grosso (MT),118548,117944,3349,3299
Mato Grosso do Sul (MS),67196,66426,1234,1217
Minas Gerais (MG),278901,278901,6983,6983
Pará (PA),225624,224302,6514,6502
Paraíba (PB),118567,118567,2762,2762
Paraná (PR),170508,170508,4280,4280
Pernambuco (PE),143703,143703,8110,8110
Piauí (PI),93399,92801,2085,2073
Rio de Janeiro (RJ),257985,257985,18037,18037
Rio Grande do Norte (RN),68572,68059,2376,2366
Rio Grande do Sul (RS),181217,181217,4544,4544
Rondônia (RO),64481,64481,1323,1323
Roraima (RR),49474,49216,637,635
Santa Catarina (SC),210048,210048,2704,2704
São Paulo (SP),958240,958240,34677,34677
Sergipe (SE),76603,76603,2004,2004
Tocantins (TO),65994,65354,910,901
TOTAL,4663930,4657702,139964,139808
