https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),30304,30304,687,687
Alagoas (AL),90177,90177,2211,2211
Amapá (AP),51127,51127,741,741
Amazonas (AM),157324,157324,4446,4446
Bahia (BA),344705,344705,7475,7475
Ceará (CE),270378,270264,9259,9248
Distrito Federal(DF),209369,209369,3633,3633
Espírito Santo (ES),150317,150300,3787,3786
Goiás (GO),247507,247360,5578,5575
Maranhão (MA),183938,183938,3994,3994
Mato Grosso (MT),140375,139655,3789,3734
Mato Grosso do Sul (MS),80064,79901,1555,1553
Minas Gerais (MG),348804,348804,8770,8770
Pará (PA),248024,247388,6725,6722
Paraíba (PB),130781,130781,3054,3054
Paraná (PR),207549,207549,5102,5102
Pernambuco (PE),159377,159377,8552,8552
Piauí (PI),110278,110103,2352,2347
Rio de Janeiro (RJ),299380,299380,20203,20203
Rio Grande do Norte (RN),80241,79879,2572,2562
Rio Grande do Sul (RS),234076,234076,5581,5581
Rondônia (RO),70461,70461,1436,1436
Roraima (RR),55951,55862,691,691
Santa Catarina (SC),246086,246086,3028,3028
São Paulo (SP),1091980,1091980,38747,38747
Sergipe (SE),83794,83794,2172,2172
Tocantins (TO),74229,74184,1084,1084
TOTAL,5396596,5394128,157224,157134
