https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),31218,31218,696,696
Alagoas (AL),91142,91142,2254,2254
Amapá (AP),52832,52832,751,751
Amazonas (AM),163399,163399,4588,4588
Bahia (BA),355753,355753,7711,7711
Ceará (CE),276012,275671,9385,9370
Distrito Federal(DF),214655,214655,3719,3719
Espírito Santo (ES),158768,158768,3884,3884
Goiás (GO),258331,258241,5825,5797
Maranhão (MA),186572,186572,4091,4091
Mato Grosso (MT),144999,144258,3883,3828
Mato Grosso do Sul (MS),83616,83439,1629,1622
Minas Gerais (MG),362340,362340,9069,9069
Pará (PA),255369,254384,6773,6767
Paraíba (PB),133958,133958,3130,3130
Paraná (PR),216266,216266,5269,5269
Pernambuco (PE),163642,163642,8667,8667
Piauí (PI),115026,114530,2450,2441
Rio de Janeiro (RJ),313089,313089,20759,20759
Rio Grande do Norte (RN),82420,81876,2603,2588
Rio Grande do Sul (RS),253272,253272,5903,5903
Rondônia (RO),72295,72295,1464,1464
Roraima (RR),58304,57789,695,693
Santa Catarina (SC),266637,266637,3163,3163
São Paulo (SP),1123299,1123299,39549,39549
Sergipe (SE),84709,84709,2228,2228
Tocantins (TO),76175,75991,1108,1105
TOTAL,5594098,5590025,161246,161106
