https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),57534,57534,998,998
Alagoas (AL),131749,131746,3002,2999
Amapá (AP),83663,83663,1140,1140
Amazonas (AM),316088,315966,10860,10860
Bahia (BA),684037,684037,11819,11819
Ceará (CE),426511,425372,11288,11284
Distrito Federal(DF),296694,296694,4838,4838
Espírito Santo (ES),326305,326270,6406,6406
Goiás (GO),395916,395813,8520,8517
Maranhão (MA),219307,219307,5052,5052
Mato Grosso (MT),250889,249418,5806,5713
Mato Grosso do Sul (MS),181981,181528,3330,3319
Minas Gerais (MG),878705,878705,18565,18565
Pará (PA),365411,364643,8643,8591
Paraíba (PB),221115,221115,4496,4496
Paraná (PR),647032,647032,11669,11669
Pernambuco (PE),299475,299475,10996,10996
Piauí (PI),174008,173691,3352,3335
Rio de Janeiro (RJ),583044,583044,33080,33080
Rio Grande do Norte (RN),168696,166895,3633,3585
Rio Grande do Sul (RS),640924,640924,12392,12392
Rondônia (RO),148772,148772,2850,2850
Roraima (RR),82126,82049,1100,1100
Santa Catarina (SC),670603,670603,7358,7358
São Paulo (SP),2041628,2041628,59493,59493
Sergipe (SE),151411,151411,2961,2961
Tocantins (TO),114467,113924,1532,1526
TOTAL,10558091,10551259,255179,254942
