https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),38150,38150,747,747
Alagoas (AL),97948,97948,2369,2369
Amapá (AP),62764,62764,846,846
Amazonas (AM),185932,185932,4987,4987
Bahia (BA),440545,440545,8561,8561
Ceará (CE),314674,314445,9774,9772
Distrito Federal(DF),237945,237945,4051,4051
Espírito Santo (ES),210584,210584,4544,4544
Goiás (GO),293418,292689,6549,6534
Maranhão (MA),196848,196848,4368,4368
Mato Grosso (MT),166310,165450,4242,4185
Mato Grosso do Sul (MS),112876,111335,1913,1897
Minas Gerais (MG),459537,459537,10565,10565
Pará (PA),279600,278858,6989,6980
Paraíba (PB),152962,152962,3420,3420
Paraná (PR),322920,322920,6700,6700
Pernambuco (PE),197063,197063,9244,9244
Piauí (PI),134429,133870,2720,2714
Rio de Janeiro (RJ),384942,384942,23630,23630
Rio Grande do Norte (RN),103355,102340,2803,2786
Rio Grande do Sul (RS),369142,369142,7513,7513
Rondônia (RO),85253,85253,1634,1634
Roraima (RR),66221,65974,755,753
Santa Catarina (SC),421044,421044,4284,4284
São Paulo (SP),1325162,1325162,43802,43802
Sergipe (SE),97562,97562,2356,2356
Tocantins (TO),85272,84963,1198,1195
TOTAL,6842458,6836227,180564,180437
