https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),17202,17202,457,457
Alagoas (AL),49583,49583,1381,1381
Amapá (AP),33585,33585,505,505
Amazonas (AM),90534,90534,3129,3129
Bahia (BA),120238,120238,2793,2793
Ceará (CE),146972,146544,7178,7173
Distrito Federal(DF),81163,81163,1075,1075
Espírito Santo (ES),70131,70131,2202,2202
Goiás (GO),40795,40795,1086,1079
Maranhão (MA),106092,106092,2676,2676
Mato Grosso (MT),32971,32707,1312,1305
Mato Grosso do Sul (MS),16006,16006,216,216
Minas Gerais (MG),90875,90875,1964,1964
Pará (PA),137484,136947,5523,5478
Paraíba (PB),66971,66971,1477,1477
Paraná (PR),53553,53553,1308,1308
Pernambuco (PE),78509,78509,5928,5928
Piauí (PI),39297,38568,1100,1083
Rio de Janeiro (RJ),135230,135230,11919,11919
Rio Grande do Norte (RN),43451,43451,1572,1572
Rio Grande do Sul (RS),46847,46847,1229,1229
Rondônia (RO),29117,29117,686,686
Roraima (RR),25373,25373,429,429
Santa Catarina (SC),52531,52531,662,662
São Paulo (SP),412027,412027,19647,19647
Sergipe (SE),43072,43072,1111,1111
Tocantins (TO),17209,17209,288,288
TOTAL,2076818,2074860,78853,78772
