https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),16479,16479,436,436
Alagoas (AL),47005,47005,1314,1314
Amapá (AP),31885,31885,483,483
Amazonas (AM),85800,85641,3064,3063
Bahia (BA),110029,110029,2584,2584
Ceará (CE),139437,139437,6977,6977
Distrito Federal(DF),73654,73654,960,960
Espírito Santo (ES),65213,65213,2082,2082
Goiás (GO),38346,37832,910,880
Maranhão (MA),101467,101467,2536,2536
Mato Grosso (MT),29918,29279,1157,1105
Mato Grosso do Sul (MS),13934,13934,177,177
Minas Gerais (MG),78643,78643,1688,1688
Pará (PA),130834,128570,5337,5318
Paraíba (PB),62467,62462,1342,1342
Paraná (PR),45363,45363,1146,1146
Pernambuco (PE),73576,73576,5715,5715
Piauí (PI),35445,34156,1019,992
Rio de Janeiro (RJ),132822,132822,11624,11624
Rio Grande do Norte (RN),40455,40341,1449,1432
Rio Grande do Sul (RS),40993,40993,1060,1060
Rondônia (RO),27528,27528,663,663
Roraima (RR),23681,22968,403,398
Santa Catarina (SC),46050,46050,534,534
São Paulo (SP),386607,386607,18324,18324
Sergipe (SE),39167,39167,1033,1033
Tocantins (TO),15723,15723,267,267
TOTAL,1932521,1926824,74284,74133
