https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),18657,18657,483,483
Alagoas (AL),54730,54730,1486,1486
Amapá (AP),35162,35162,554,554
Amazonas (AM),96094,96094,3210,3210
Bahia (BA),146399,146399,3140,3140
Ceará (CE),161844,161597,7480,7476
Distrito Federal(DF),94187,94187,1275,1275
Espírito Santo (ES),76598,76598,2386,2386
Goiás (GO),55567,54801,1380,1378
Maranhão (MA),113563,113563,2898,2898
Mato Grosso (MT),43253,42935,1580,1566
Mato Grosso do Sul (MS),21514,21015,305,292
Minas Gerais (MG),110093,110093,2404,2404
Pará (PA),148463,147923,5716,5689
Paraíba (PB),75723,75723,1675,1675
Paraná (PR),65593,65593,1653,1653
Pernambuco (PE),86752,86752,6299,6299
Piauí (PI),46044,45389,1243,1228
Rio de Janeiro (RJ),156293,156293,12808,12808
Rio Grande do Norte (RN),47099,46926,1678,1672
Rio Grande do Sul (RS),59118,59118,1554,1554
Rondônia (RO),35573,35573,810,810
Roraima (RR),29829,29394,473,473
Santa Catarina (SC),67333,67333,880,880
São Paulo (SP),479481,479481,21517,21517
Sergipe (SE),52264,52264,1303,1303
Tocantins (TO),21767,20920,346,340
TOTAL,2398993,2394513,86536,86449
