https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),9642,9642,259,259
Alagoas (AL),22200,22199,745,744
Amapá (AP),16512,16512,324,324
Amazonas (AM),56506,56506,2492,2492
Bahia (BA),36402,36401,1105,1105
Ceará (CE),76833,76748,4885,4861
Distrito Federal(DF),22871,22871,304,304
Espírito Santo (ES),26469,26441,1055,1054
Goiás (GO),7960,7944,216,211
Maranhão (MA),59850,59850,1467,1467
Mato Grosso (MT),6108,5861,213,209
Mato Grosso do Sul (MS),3433,3433,31,31
Minas Gerais (MG),21381,21381,475,475
Pará (PA),69224,69179,4201,4191
Paraíba (PB),28013,28013,633,633
Paraná (PR),9706,9583,334,326
Pernambuco (PE),45261,45261,3855,3855
Piauí (PI),10357,10153,374,360
Rio de Janeiro (RJ),79572,79572,7672,7672
Rio Grande do Norte (RN),14171,14171,534,534
Rio Grande do Sul (RS),14661,14661,350,350
Rondônia (RO),11865,11865,324,324
Roraima (RR),6881,6875,203,200
Santa Catarina (SC),13360,13360,195,195
São Paulo (SP),178202,178202,10694,10694
Sergipe (SE),13968,13968,330,330
Tocantins (TO),6972,6972,132,132
TOTAL,868380,867624,43402,43332
