https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),17700,17700,469,469
Alagoas (AL),50951,50951,1428,1428
Amapá (AP),34405,34405,533,533
Amazonas (AM),92164,92164,3169,3169
Bahia (BA),126844,126844,2936,2936
Ceará (CE),151072,148986,7305,7284
Distrito Federal(DF),86076,86076,1158,1158
Espírito Santo (ES),72605,72601,2280,2280
Goiás (GO),45416,43794,1178,1154
Maranhão (MA),108154,108154,2778,2778
Mato Grosso (MT),37429,37077,1432,1400
Mato Grosso do Sul (MS),17386,17386,248,248
Minas Gerais (MG),95566,95566,2071,2071
Pará (PA),142358,140388,5581,5553
Paraíba (PB),68844,68844,1558,1558
Paraná (PR),57538,57538,1415,1415
Pernambuco (PE),80441,80441,6089,6089
Piauí (PI),41828,40276,1158,1140
Rio de Janeiro (RJ),145121,145121,12293,12293
Rio Grande do Norte (RN),44396,44267,1628,1621
Rio Grande do Sul (RS),49840,49840,1349,1349
Rondônia (RO),30642,30642,727,727
Roraima (RR),26954,25985,451,435
Santa Catarina (SC),56475,56475,738,738
São Paulo (SP),422669,422669,20171,20171
Sergipe (SE),47110,47110,1182,1182
Tocantins (TO),18354,18354,308,308
TOTAL,2168338,2159654,81633,81487
