https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),42170,42170,808,808
Alagoas (AL),106410,106410,2521,2521
Amapá (AP),69096,69096,943,943
Amazonas (AM),204900,204900,5414,5414
Bahia (BA),499900,499900,9276,9276
Ceará (CE),339043,337956,10053,10042
Distrito Federal(DF),254913,254913,4305,4305
Espírito Santo (ES),255611,255497,5202,5199
Goiás (GO),312288,311557,6898,6885
Maranhão (MA),201255,201255,4531,4531
Mato Grosso (MT),183673,182707,4596,4529
Mato Grosso do Sul (MS),137570,137570,2431,2431
Minas Gerais (MG),556692,556692,12083,12083
Pará (PA),296752,295439,7247,7235
Paraíba (PB),168545,168545,3740,3740
Paraná (PR),427789,427789,8155,8155
Pernambuco (PE),225336,225336,9709,9709
Piauí (PI),144857,144200,2873,2863
Rio de Janeiro (RJ),443607,443607,25837,25837
Rio Grande do Norte (RN),120676,120024,3060,3046
Rio Grande do Sul (RS),460609,460609,9125,9125
Rondônia (RO),97854,97854,1852,1852
Roraima (RR),69180,69029,789,789
Santa Catarina (SC),502785,502785,5420,5420
São Paulo (SP),1486551,1486551,47222,47222
Sergipe (SE),116779,116779,2524,2524
Tocantins (TO),91230,91230,1248,1248
TOTAL,7816071,7810400,197862,197732
