https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),31575,31575,699,699
Alagoas (AL),91603,91603,2266,2266
Amapá (AP),52832,52832,751,751
Amazonas (AM),165394,165394,4622,4622
Bahia (BA),362563,362563,7776,7776
Ceará (CE),278053,277950,9395,9391
Distrito Federal(DF),215850,215850,3740,3740
Espírito Santo (ES),161208,161208,3919,3919
Goiás (GO),261347,261114,5874,5874
Maranhão (MA),187555,187555,4119,4119
Mato Grosso (MT),146698,145953,3913,3858
Mato Grosso do Sul (MS),84930,84720,1634,1634
Minas Gerais (MG),368609,368609,9204,9204
Pará (PA),257170,256898,6790,6784
Paraíba (PB),135325,135325,3150,3150
Paraná (PR),220408,220408,5362,5362
Pernambuco (PE),165922,165922,8724,8724
Piauí (PI),116742,116526,2467,2464
Rio de Janeiro (RJ),315348,315348,20905,20905
Rio Grande do Norte (RN),82719,82362,2607,2598
Rio Grande do Sul (RS),260188,260188,5990,5990
Rondônia (RO),73040,73040,1474,1474
Roraima (RR),59189,59065,695,695
Santa Catarina (SC),273652,273652,3202,3202
São Paulo (SP),1125936,1125936,39717,39717
Sergipe (SE),85226,85226,2239,2239
Tocantins (TO),76805,76739,1114,1112
TOTAL,5655887,5653561,162348,162269
