https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),35756,35756,722,722
Alagoas (AL),94392,94392,2331,2331
Amapá (AP),58300,58300,805,805
Amazonas (AM),177142,177142,4869,4869
Bahia (BA),394300,394300,8207,8207
Ceará (CE),298312,298312,9598,9568
Distrito Federal(DF),227581,227581,3915,3915
Espírito Santo (ES),186574,186418,4224,4222
Goiás (GO),278738,276943,6339,6305
Maranhão (MA),192845,192845,4272,4272
Mato Grosso (MT),158084,157271,4120,4064
Mato Grosso do Sul (MS),97605,95721,1757,1754
Minas Gerais (MG),409731,409731,9948,9948
Pará (PA),269870,269057,6901,6892
Paraíba (PB),144741,144741,3283,3283
Paraná (PR),272984,272984,6078,6078
Pernambuco (PE),179308,179308,8999,8999
Piauí (PI),125675,125155,2617,2608
Rio de Janeiro (RJ),347348,347348,22448,22448
Rio Grande do Norte (RN),93481,92647,2695,2678
Rio Grande do Sul (RS),311123,311123,6725,6725
Rondônia (RO),78788,78788,1535,1535
Roraima (RR),62816,62757,727,724
Santa Catarina (SC),346427,346427,3667,3667
São Paulo (SP),1233587,1233587,41902,41902
Sergipe (SE),88999,88999,2296,2296
Tocantins (TO),81266,80717,1160,1157
TOTAL,6245773,6238350,172140,171974
