https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),46774,46774,856,856
Alagoas (AL),115383,115383,2701,2701
Amapá (AP),75641,75641,1036,1036
Amazonas (AM),254460,254460,7424,7424
Bahia (BA),570092,570092,9920,9920
Ceará (CE),366789,365640,10380,10363
Distrito Federal(DF),272375,272375,4505,4505
Espírito Santo (ES),288360,288268,5747,5746
Goiás (GO),342816,342308,7318,7318
Maranhão (MA),205920,205920,4657,4657
Mato Grosso (MT),210567,209404,5019,4944
Mato Grosso do Sul (MS),158340,157758,2848,2839
Minas Gerais (MG),699257,699257,14328,14328
Pará (PA),323290,320894,7552,7544
Paraíba (PB),186033,186033,4003,4003
Paraná (PR),532689,532689,9584,9584
Pernambuco (PE),253415,253415,10222,10222
Piauí (PI),156875,156149,3031,3020
Rio de Janeiro (RJ),505596,505596,29043,29043
Rio Grande do Norte (RN),138471,136741,3276,3256
Rio Grande do Sul (RS),532944,532944,10443,10443
Rondônia (RO),119336,119336,2149,2149
Roraima (RR),72921,72656,837,835
Santa Catarina (SC),564163,564163,6205,6205
São Paulo (SP),1715253,1715253,51838,51838
Sergipe (SE),134003,134003,2746,2746
Tocantins (TO),100709,100204,1359,1353
TOTAL,8942472,8933356,219027,218878
