https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),45429,45429,840,840
Alagoas (AL),112476,112476,2647,2647
Amapá (AP),74310,74310,1017,1016
Amazonas (AM),238980,238980,6598,6598
Bahia (BA),549315,549315,9728,9728
Ceará (CE),358404,356985,10261,10243
Distrito Federal(DF),266506,266506,4442,4442
Espírito Santo (ES),280426,280067,5590,5582
Goiás (GO),334271,333134,7194,7185
Maranhão (MA),204300,204300,4624,4624
Mato Grosso (MT),203734,202559,4877,4805
Mato Grosso do Sul (MS),154121,153057,2741,2723
Minas Gerais (MG),659385,659385,13721,13721
Pará (PA),314119,312632,7458,7434
Paraíba (PB),179353,179353,3926,3926
Paraná (PR),512337,512337,9186,9186
Pernambuco (PE),244814,244814,10098,10098
Piauí (PI),153771,152997,2985,2976
Rio de Janeiro (RJ),490821,490821,28215,28215
Rio Grande do Norte (RN),133998,132294,3220,3192
Rio Grande do Sul (RS),516288,516288,10123,10123
Rondônia (RO),112468,112468,2056,2056
Roraima (RR),71583,71451,819,816
Santa Catarina (SC),549579,549579,5988,5988
São Paulo (SP),1658636,1658636,50652,50652
Sergipe (SE),130286,130286,2685,2685
Tocantins (TO),98252,97790,1334,1330
TOTAL,8647962,8638249,213025,212831
