https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),53892,53892,940,940
Alagoas (AL),126326,126326,2893,2893
Amapá (AP),81211,81211,1116,1116
Amazonas (AM),299495,299495,10181,10181
Bahia (BA),639227,639227,10928,10928
Ceará (CE),408555,408555,10868,10868
Distrito Federal(DF),286720,286720,4718,4718
Espírito Santo (ES),312614,312501,6209,6203
Goiás (GO),376313,375124,8133,8109
Maranhão (MA),214058,214058,4883,4883
Mato Grosso (MT),237239,235874,5544,5455
Mato Grosso do Sul (MS),173235,172402,3178,3166
Minas Gerais (MG),816901,816901,17109,17109
Pará (PA),351472,350338,8087,8074
Paraíba (PB),207411,207411,4288,4288
Paraná (PR),601554,601554,10902,10902
Pernambuco (PE),284840,284840,10744,10744
Piauí (PI),167624,167102,3222,3210
Rio de Janeiro (RJ),564513,564513,31701,31701
Rio Grande do Norte (RN),158953,157422,3459,3424
Rio Grande do Sul (RS),590134,590134,11479,11479
Rondônia (RO),139250,139250,2586,2586
Roraima (RR),78394,78068,1024,995
Santa Catarina (SC),622727,622727,6804,6804
São Paulo (SP),1938712,1938712,56960,56960
Sergipe (SE),146558,146558,2893,2893
Tocantins (TO),108397,107832,1464,1461
TOTAL,9986325,9978747,242313,242090
