https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),29598,29598,679,679
Alagoas (AL),89278,89278,2167,2167
Amapá (AP),50072,50072,730,730
Amazonas (AM),149784,149784,4305,4305
Bahia (BA),332898,332898,7267,7267
Ceará (CE),264172,263143,9202,9199
Distrito Federal(DF),203576,203576,3526,3526
Espírito Santo (ES),143093,143093,3704,3704
Goiás (GO),236726,236105,5374,5348
Maranhão (MA),180560,180560,3914,3914
Mato Grosso (MT),135398,134696,3703,3649
Mato Grosso do Sul (MS),77011,76547,1486,1478
Minas Gerais (MG),331433,331433,8345,8345
Pará (PA),240966,240223,6676,6670
Paraíba (PB),128032,128032,2977,2977
Paraná (PR),197941,197941,4913,4913
Pernambuco (PE),155520,155520,8469,8469
Piauí (PI),105838,105156,2278,2269
Rio de Janeiro (RJ),289440,289440,19654,19654
Rio Grande do Norte (RN),77155,76660,2560,2547
Rio Grande do Sul (RS),220563,220563,5312,5312
Rondônia (RO),68823,68823,1421,1421
Roraima (RR),54019,53726,681,680
Santa Catarina (SC),232933,232933,2962,2962
São Paulo (SP),1057240,1057240,37870,37870
Sergipe (SE),80925,80925,2124,2124
Tocantins (TO),72571,72335,1042,1035
TOTAL,5205565,5200300,153341,153214
