https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),35188,35188,721,721
Alagoas (AL),93915,93915,2326,2326
Amapá (AP),57698,57698,799,799
Amazonas (AM),175298,175298,4826,4826
Bahia (BA),390909,390909,8165,8165
Ceará (CE),295275,295073,9532,9530
Distrito Federal(DF),225873,225873,3906,3906
Espírito Santo (ES),182855,182743,4186,4185
Goiás (GO),276135,275794,6300,6288
Maranhão (MA),192129,192129,4256,4256
Mato Grosso (MT),156937,156128,4111,4055
Mato Grosso do Sul (MS),95193,94652,1748,1742
Minas Gerais (MG),403542,403542,9858,9858
Pará (PA),268524,267700,6884,6880
Paraíba (PB),143615,143615,3268,3268
Paraná (PR),264838,264838,5978,5978
Pernambuco (PE),178086,178086,8971,8971
Piauí (PI),124494,124076,2603,2596
Rio de Janeiro (RJ),343995,343995,22256,22256
Rio Grande do Norte (RN),89170,88064,2676,2665
Rio Grande do Sul (RS),306335,306335,6639,6639
Rondônia (RO),78470,78470,1534,1534
Roraima (RR),62603,62414,723,722
Santa Catarina (SC),337009,337009,3561,3561
São Paulo (SP),1224744,1224744,41601,41601
Sergipe (SE),88100,88100,2288,2288
Tocantins (TO),80450,80218,1155,1153
TOTAL,6171380,6166606,170871,170769
