https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),31326,31326,697,697
Alagoas (AL),91407,91407,2262,2262
Amapá (AP),52832,52832,751,751
Amazonas (AM),164070,164070,4607,4607
Bahia (BA),361136,361136,7754,7754
Ceará (CE),277252,277252,9393,9393
Distrito Federal(DF),215426,215426,3733,3733
Espírito Santo (ES),160890,160890,3910,3910
Goiás (GO),261093,260507,5874,5869
Maranhão (MA),187294,187294,4112,4112
Mato Grosso (MT),146312,145568,3903,3848
Mato Grosso do Sul (MS),84159,84159,1634,1634
Minas Gerais (MG),366303,366303,9199,9199
Pará (PA),256898,256139,6784,6779
Paraíba (PB),134837,134837,3146,3146
Paraná (PR),218816,218816,5330,5330
Pernambuco (PE),165273,165273,8711,8711
Piauí (PI),116526,115825,2464,2459
Rio de Janeiro (RJ),314809,314809,20849,20849
Rio Grande do Norte (RN),82549,82208,2607,2598
Rio Grande do Sul (RS),257785,257785,5973,5973
Rondônia (RO),72827,72827,1473,1473
Roraima (RR),58684,58684,695,695
Santa Catarina (SC),268644,268644,3173,3173
São Paulo (SP),1125936,1125936,39717,39717
Sergipe (SE),85053,85053,2235,2235
Tocantins (TO),76590,76175,1109,1108
TOTAL,5634727,5631181,162095,162015
