https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),24119,24119,607,607
Alagoas (AL),77317,77317,1844,1844
Amapá (AP),41981,41981,647,647
Amazonas (AM),117412,117412,3600,3600
Bahia (BA),245021,245021,5116,5116
Ceará (CE),209363,208782,8362,8351
Distrito Federal(DF),155253,155253,2399,2399
Espírito Santo (ES),107909,107909,3086,3086
Goiás (GO),126420,124593,2933,2888
Maranhão (MA),147676,147676,3390,3390
Mato Grosso (MT),86704,85709,2668,2611
Mato Grosso do Sul (MS),46261,45359,800,783
Minas Gerais (MG),201973,201973,4948,4948
Pará (PA),195297,193564,6102,6097
Paraíba (PB),103213,103213,2371,2371
Paraná (PR),122241,122241,3102,3102
Pernambuco (PE),121078,121078,7460,7460
Piauí (PI),75160,74096,1765,1754
Rio de Janeiro (RJ),216675,216675,15700,15700
Rio Grande do Norte (RN),61090,60442,2225,2215
Rio Grande do Sul (RS),115984,115984,3235,3235
Rondônia (RO),53119,53119,1100,1100
Roraima (RR),42690,42359,586,582
Santa Catarina (SC),137560,137560,2142,2142
São Paulo (SP),776135,776135,29194,29194
Sergipe (SE),71222,71222,1822,1822
Tocantins (TO),47558,46364,635,621
TOTAL,3726431,3717156,117839,117665
