https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),30951,30951,693,693
Alagoas (AL),90820,90820,2242,2242
Amapá (AP),52500,52500,748,748
Amazonas (AM),161974,161974,4555,4555
Bahia (BA),354043,354043,7645,7645
Ceará (CE),274341,274341,9360,9360
Distrito Federal(DF),213456,213456,3688,3688
Espírito Santo (ES),156018,155993,3862,3862
Goiás (GO),255959,255746,5762,5759
Maranhão (MA),185917,185917,4061,4061
Mato Grosso (MT),143764,143027,3857,3802
Mato Grosso do Sul (MS),82884,82618,1609,1602
Minas Gerais (MG),359991,359991,9038,9038
Pará (PA),253229,253080,6758,6751
Paraíba (PB),133220,133220,3107,3107
Paraná (PR),214210,214210,5222,5222
Pernambuco (PE),162977,162977,8632,8632
Piauí (PI),113774,113546,2420,2404
Rio de Janeiro (RJ),311014,311014,20611,20611
Rio Grande do Norte (RN),81836,81312,2591,2578
Rio Grande do Sul (RS),248482,248482,5804,5804
Rondônia (RO),71889,71889,1457,1457
Roraima (RR),57488,57407,692,692
Santa Catarina (SC),260057,260057,3122,3122
São Paulo (SP),1117147,1117147,39331,39331
Sergipe (SE),84362,84362,2211,2211
Tocantins (TO),75648,75625,1097,1097
TOTAL,5547951,5545705,160175,160074
