https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),45987,45987,846,846
Alagoas (AL),113205,113205,2665,2665
Amapá (AP),74874,74874,1023,1022
Amazonas (AM),245157,245157,6889,6889
Bahia (BA),557900,557900,9794,9794
Ceará (CE),360973,360149,10320,10311
Distrito Federal(DF),268394,268394,4460,4460
Espírito Santo (ES),283996,283849,5634,5633
Goiás (GO),337857,336362,7261,7226
Maranhão (MA),205065,205065,4639,4639
Mato Grosso (MT),206761,205616,4930,4858
Mato Grosso do Sul (MS),155972,155010,2794,2771
Minas Gerais (MG),677809,677809,14010,14010
Pará (PA),317876,316176,7487,7470
Paraíba (PB),181773,181773,3955,3955
Paraná (PR),519042,519042,9292,9292
Pernambuco (PE),248513,248513,10152,10152
Piauí (PI),155105,154397,2999,2989
Rio de Janeiro (RJ),494796,494796,28592,28592
Rio Grande do Norte (RN),134881,134010,3240,3223
Rio Grande do Sul (RS),523367,523367,10241,10241
Rondônia (RO),115200,115200,2085,2085
Roraima (RR),72127,71740,821,819
Santa Catarina (SC),555148,555148,6061,6061
São Paulo (SP),1679759,1679759,51192,51192
Sergipe (SE),131835,131835,2710,2710
Tocantins (TO),99290,98787,1344,1338
TOTAL,8762662,8753920,215436,215243
