https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),50122,50122,884,884
Alagoas (AL),120028,120028,2788,2788
Amapá (AP),78423,78423,1074,1074
Amazonas (AM),278789,278789,8815,8815
Bahia (BA),602792,602792,10294,10294
Ceará (CE),380993,380710,10603,10585
Distrito Federal(DF),280026,280026,4600,4600
Espírito Santo (ES),300729,300624,5977,5975
Goiás (GO),360566,359096,7685,7672
Maranhão (MA),209331,209331,4754,4754
Mato Grosso (MT),224416,222942,5263,5177
Mato Grosso do Sul (MS),165141,164314,2999,2983
Minas Gerais (MG),762412,762412,15667,15667
Pará (PA),338047,336453,7762,7717
Paraíba (PB),196542,195482,4123,4123
Paraná (PR),564903,564903,10317,10317
Pernambuco (PE),268486,268486,10452,10452
Piauí (PI),162148,161336,3120,3112
Rio de Janeiro (RJ),535134,535134,30545,30545
Rio Grande do Norte (RN),143519,142465,3339,3320
Rio Grande do Sul (RS),560540,560540,10929,10929
Rondônia (RO),129902,129902,2326,2326
Roraima (RR),75492,75288,896,886
Santa Catarina (SC),590449,590449,6490,6490
São Paulo (SP),1833163,1833163,54324,54324
Sergipe (SE),140005,140005,2818,2818
Tocantins (TO),104402,103950,1414,1407
TOTAL,9456500,9447165,230258,230034
