https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),31707,31707,699,699
Alagoas (AL),91718,91718,2270,2270
Amapá (AP),53010,53010,751,751
Amazonas (AM),165664,165664,4625,4625
Bahia (BA),363146,363146,7796,7796
Ceará (CE),278350,278157,9402,9395
Distrito Federal(DF),216389,216389,3752,3752
Espírito Santo (ES),162428,162417,3926,3926
Goiás (GO),261452,261433,5874,5874
Maranhão (MA),187652,187652,4125,4125
Mato Grosso (MT),146845,146100,3914,3859
Mato Grosso do Sul (MS),84930,84930,1634,1634
Minas Gerais (MG),369956,369956,9204,9204
Pará (PA),257372,257170,6795,6790
Paraíba (PB),135517,135517,3154,3154
Paraná (PR),221208,221208,5392,5392
Pernambuco (PE),166333,166333,8732,8732
Piauí (PI),117149,116742,2470,2467
Rio de Janeiro (RJ),316170,316170,20905,20905
Rio Grande do Norte (RN),82719,82559,2607,2599
Rio Grande do Sul (RS),260898,260898,5992,5992
Rondônia (RO),73311,73311,1476,1476
Roraima (RR),59189,59189,695,695
Santa Catarina (SC),274621,274621,3211,3211
São Paulo (SP),1125936,1125936,39717,39717
Sergipe (SE),85377,85377,2243,2243
Tocantins (TO),76805,76805,1114,1114
TOTAL,5665852,5664115,162475,162397
