https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),57894,57894,1012,1012
Alagoas (AL),132248,132245,3013,3010
Amapá (AP),83885,83885,1142,1142
Amazonas (AM),316668,316668,10938,10938
Bahia (BA),686057,686057,11914,11914
Ceará (CE),428314,427148,11333,11293
Distrito Federal(DF),298836,298836,4865,4865
Espírito Santo (ES),327515,327433,6432,6427
Goiás (GO),398652,396335,8545,8545
Maranhão (MA),219632,219632,5074,5074
Mato Grosso (MT),252528,250483,5832,5732
Mato Grosso do Sul (MS),183105,181981,3350,3330
Minas Gerais (MG),883105,883105,18598,18598
Pará (PA),366613,365411,8675,8643
Paraíba (PB),222259,222259,4526,4526
Paraná (PR),650236,650236,11686,11686
Pernambuco (PE),300104,300104,11007,11007
Piauí (PI),174546,174008,3365,3352
Rio de Janeiro (RJ),583795,583795,33093,33093
Rio Grande do Norte (RN),169462,167429,3661,3608
Rio Grande do Sul (RS),643672,643672,12470,12470
Rondônia (RO),149513,149513,2870,2870
Roraima (RR),82217,82126,1114,1100
Santa Catarina (SC),675577,675577,7438,7438
São Paulo (SP),2044699,2044699,59546,59546
Sergipe (SE),152003,152003,2969,2969
Tocantins (TO),115341,114467,1539,1532
TOTAL,10598476,10587001,256007,255720
