https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),23146,23146,591,591
Alagoas (AL),74140,74140,1784,1784
Amapá (AP),40211,40211,622,622
Amazonas (AM),113592,113592,3537,3537
Bahia (BA),224659,224659,4611,4611
Ceará (CE),201201,201201,8241,8241
Distrito Federal(DF),141762,141762,2158,2148
Espírito Santo (ES),103090,103090,2963,2963
Goiás (GO),110704,109253,2516,2475
Maranhão (MA),140571,140571,3302,3302
Mato Grosso (MT),78235,77276,2481,2421
Mato Grosso do Sul (MS),39381,39381,671,668
Minas Gerais (MG),181158,181158,4436,4436
Pará (PA),184253,182231,6027,6015
Paraíba (PB),98494,98494,2223,2223
Paraná (PR),109896,109896,2808,2808
Pernambuco (PE),115217,115217,7280,7280
Piauí (PI),69839,68475,1660,1653
Rio de Janeiro (RJ),202993,202993,14913,14913
Rio Grande do Norte (RN),58864,58667,2132,2126
Rio Grande do Sul (RS),103891,103891,2881,2881
Rondônia (RO),49721,49721,1037,1037
Roraima (RR),40989,40501,576,575
Santa Catarina (SC),126850,126850,1918,1918
São Paulo (SP),721377,721377,27591,27591
Sergipe (SE),69067,69067,1745,1745
Tocantins (TO),39832,39832,536,536
TOTAL,3463133,3456652,111240,111100
